state,county,candidate,party,total_votes,won,candidate_2
Arkansas,Washington County,Brock Pierce,IND,111,FALSE,Other
Arkansas,Washington County,Connie Gammon,IND,107,FALSE,Other
Arkansas,Washington County,Phil Collins,PRO,105,FALSE,Other
Arkansas,Washington County,Don Blankenship,CST,97,FALSE,Other
Arkansas,Washington County,Rocky De La Fuente,ALI,51,FALSE,Other
Arkansas,Washington County,John Richard Myers,LLP,36,FALSE,Other
Arkansas,White County,Donald Trump,REP,24057,TRUE,Donald Trump
Arkansas,White County,Joe Biden,DEM,5909,FALSE,Joe Biden
Arkansas,White County,Jo Jorgensen,LIB,394,FALSE,Other
Arkansas,White County,Kanye West,IND,78,FALSE,Other
Arkansas,White County,Phil Collins,PRO,64,FALSE,Other
Arkansas,White County,Howie Hawkins,GRN,40,FALSE,Other
Arkansas,White County,Don Blankenship,CST,37,FALSE,Other
Arkansas,White County,Brock Pierce,IND,35,FALSE,Other
Arkansas,White County,Brian Carroll,ASP,25,FALSE,Other
Arkansas,White County,Rocky De La Fuente,ALI,16,FALSE,Other
Arkansas,White County,Gloria La Riva,PSL,12,FALSE,Other
Arkansas,White County,Connie Gammon,IND,11,FALSE,Other
Arkansas,White County,John Richard Myers,LLP,11,FALSE,Other
Arkansas,Woodruff County,Donald Trump,REP,1543,TRUE,Donald Trump
Arkansas,Woodruff County,Joe Biden,DEM,856,FALSE,Joe Biden
Arkansas,Woodruff County,Jo Jorgensen,LIB,14,FALSE,Other
Arkansas,Woodruff County,John Richard Myers,LLP,12,FALSE,Other
Arkansas,Woodruff County,Phil Collins,PRO,10,FALSE,Other
Arkansas,Woodruff County,Kanye West,IND,9,FALSE,Other
Arkansas,Woodruff County,Brock Pierce,IND,7,FALSE,Other
Arkansas,Woodruff County,Howie Hawkins,GRN,6,FALSE,Other
Arkansas,Woodruff County,Connie Gammon,IND,6,FALSE,Other
Arkansas,Woodruff County,Rocky De La Fuente,ALI,5,FALSE,Other
Arkansas,Woodruff County,Gloria La Riva,PSL,4,FALSE,Other
Arkansas,Woodruff County,Don Blankenship,CST,3,FALSE,Other
Arkansas,Woodruff County,Brian Carroll,ASP,1,FALSE,Other
Arkansas,Yell County,Donald Trump,REP,5205,TRUE,Donald Trump
Arkansas,Yell County,Joe Biden,DEM,1275,FALSE,Joe Biden
Arkansas,Yell County,Jo Jorgensen,LIB,66,FALSE,Other
Arkansas,Yell County,Brock Pierce,IND,44,FALSE,Other
Arkansas,Yell County,Kanye West,IND,26,FALSE,Other
Arkansas,Yell County,Rocky De La Fuente,ALI,19,FALSE,Other
Arkansas,Yell County,Gloria La Riva,PSL,17,FALSE,Other
Arkansas,Yell County,Phil Collins,PRO,14,FALSE,Other
Arkansas,Yell County,Howie Hawkins,GRN,14,FALSE,Other
Arkansas,Yell County,Connie Gammon,IND,13,FALSE,Other
Arkansas,Yell County,Don Blankenship,CST,8,FALSE,Other
Arkansas,Yell County,Brian Carroll,ASP,5,FALSE,Other
Arkansas,Yell County,John Richard Myers,LLP,5,FALSE,Other
Arkansas,Calhoun County,Donald Trump,REP,1636,TRUE,Donald Trump
Arkansas,Calhoun County,Joe Biden,DEM,479,FALSE,Joe Biden
Arkansas,Calhoun County,Jo Jorgensen,LIB,16,FALSE,Other
Arkansas,Calhoun County,Kanye West,IND,12,FALSE,Other
Arkansas,Calhoun County,Brock Pierce,IND,9,FALSE,Other
Arkansas,Calhoun County,Howie Hawkins,GRN,8,FALSE,Other
Arkansas,Calhoun County,Phil Collins,PRO,6,FALSE,Other
Arkansas,Calhoun County,Connie Gammon,IND,4,FALSE,Other
Arkansas,Calhoun County,Brian Carroll,ASP,3,FALSE,Other
Arkansas,Calhoun County,Rocky De La Fuente,ALI,3,FALSE,Other
Arkansas,Calhoun County,Don Blankenship,CST,2,FALSE,Other
Arkansas,Calhoun County,Gloria La Riva,PSL,2,FALSE,Other
Arkansas,Calhoun County,John Richard Myers,LLP,2,FALSE,Other
Arkansas,Carroll County,Donald Trump,REP,7424,TRUE,Donald Trump
Arkansas,Carroll County,Joe Biden,DEM,4023,FALSE,Joe Biden
Arkansas,Carroll County,Jo Jorgensen,LIB,100,FALSE,Other
Arkansas,Carroll County,Howie Hawkins,GRN,48,FALSE,Other
Arkansas,Carroll County,Kanye West,IND,40,FALSE,Other
Arkansas,Carroll County,John Richard Myers,LLP,30,FALSE,Other
Arkansas,Carroll County,Brian Carroll,ASP,28,FALSE,Other
Arkansas,Carroll County,Don Blankenship,CST,26,FALSE,Other
Arkansas,Carroll County,Phil Collins,PRO,22,FALSE,Other
Arkansas,Carroll County,Rocky De La Fuente,ALI,22,FALSE,Other
Arkansas,Carroll County,Connie Gammon,IND,20,FALSE,Other
Arkansas,Carroll County,Brock Pierce,IND,9,FALSE,Other
Arkansas,Carroll County,Gloria La Riva,PSL,5,FALSE,Other
Arkansas,Chicot County,Joe Biden,DEM,2260,TRUE,Joe Biden
Arkansas,Chicot County,Donald Trump,REP,1752,FALSE,Donald Trump
Arkansas,Chicot County,Kanye West,IND,20,FALSE,Other
Arkansas,Chicot County,Jo Jorgensen,LIB,17,FALSE,Other
Arkansas,Chicot County,Brock Pierce,IND,16,FALSE,Other
Arkansas,Chicot County,Brian Carroll,ASP,8,FALSE,Other
Arkansas,Chicot County,Gloria La Riva,PSL,7,FALSE,Other
Arkansas,Chicot County,Don Blankenship,CST,5,FALSE,Other
Arkansas,Chicot County,Phil Collins,PRO,5,FALSE,Other
Arkansas,Chicot County,Howie Hawkins,GRN,5,FALSE,Other
Arkansas,Chicot County,John Richard Myers,LLP,4,FALSE,Other
Arkansas,Chicot County,Rocky De La Fuente,ALI,2,FALSE,Other
Arkansas,Chicot County,Connie Gammon,IND,2,FALSE,Other
California,Fresno County,Joe Biden,DEM,190403,TRUE,Joe Biden
California,Fresno County,Donald Trump,REP,162438,FALSE,Donald Trump
California,Fresno County,Jo Jorgensen,LIB,3963,FALSE,Other
California,Fresno County,Howie Hawkins,GRN,1454,FALSE,Other
California,Fresno County,Rocky De La Fuente,ALI,1111,FALSE,Other
California,Fresno County,Gloria La Riva,PSL,652,FALSE,Other
California,Glenn County,Donald Trump,REP,6854,TRUE,Donald Trump
California,Glenn County,Joe Biden,DEM,3815,FALSE,Joe Biden
California,Glenn County,Jo Jorgensen,LIB,120,FALSE,Other
California,Glenn County,Rocky De La Fuente,ALI,37,FALSE,Other
California,Glenn County,Howie Hawkins,GRN,32,FALSE,Other
California,Glenn County,Gloria La Riva,PSL,32,FALSE,Other
California,Humboldt County,Joe Biden,DEM,37367,TRUE,Joe Biden
California,Humboldt County,Donald Trump,REP,17474,FALSE,Donald Trump
California,Humboldt County,Jo Jorgensen,LIB,774,FALSE,Other
California,Humboldt County,Howie Hawkins,GRN,443,FALSE,Other
California,Humboldt County,Gloria La Riva,PSL,211,FALSE,Other
California,Humboldt County,Rocky De La Fuente,ALI,179,FALSE,Other
California,Imperial County,Joe Biden,DEM,29709,TRUE,Joe Biden
California,Imperial County,Donald Trump,REP,17063,FALSE,Donald Trump
California,Imperial County,Jo Jorgensen,LIB,314,FALSE,Other
California,Imperial County,Rocky De La Fuente,ALI,238,FALSE,Other
California,Imperial County,Gloria La Riva,PSL,229,FALSE,Other
California,Imperial County,Howie Hawkins,GRN,199,FALSE,Other
California,Inyo County,Joe Biden,DEM,4623,TRUE,Joe Biden
California,Inyo County,Donald Trump,REP,4611,FALSE,Donald Trump
California,Inyo County,Jo Jorgensen,LIB,128,FALSE,Other
California,Inyo County,Howie Hawkins,GRN,45,FALSE,Other
California,Inyo County,Rocky De La Fuente,ALI,31,FALSE,Other
California,Inyo County,Gloria La Riva,PSL,22,FALSE,Other
California,Kern County,Donald Trump,REP,145768,TRUE,Donald Trump
California,Kern County,Joe Biden,DEM,119832,FALSE,Joe Biden
California,Kern County,Jo Jorgensen,LIB,3510,FALSE,Other
California,Kern County,Rocky De La Fuente,ALI,1056,FALSE,Other
California,Kern County,Howie Hawkins,GRN,971,FALSE,Other
California,Kern County,Gloria La Riva,PSL,912,FALSE,Other
California,Kings County,Donald Trump,REP,23169,TRUE,Donald Trump
California,Kings County,Joe Biden,DEM,17729,FALSE,Joe Biden
California,Kings County,Jo Jorgensen,LIB,575,FALSE,Other
California,Kings County,Rocky De La Fuente,ALI,175,FALSE,Other
California,Kings County,Gloria La Riva,PSL,165,FALSE,Other
California,Kings County,Howie Hawkins,GRN,120,FALSE,Other
California,Lake County,Joe Biden,DEM,6874,TRUE,Joe Biden
California,Lake County,Donald Trump,REP,3955,FALSE,Donald Trump
California,Lake County,Jo Jorgensen,LIB,94,FALSE,Other
California,Lake County,Howie Hawkins,GRN,71,FALSE,Other
California,Lake County,Rocky De La Fuente,ALI,26,FALSE,Other
California,Lake County,Gloria La Riva,PSL,18,FALSE,Other
California,Lassen County,Donald Trump,REP,8798,TRUE,Donald Trump
California,Lassen County,Joe Biden,DEM,2772,FALSE,Joe Biden
California,Lassen County,Jo Jorgensen,LIB,137,FALSE,Other
California,Lassen County,Howie Hawkins,GRN,31,FALSE,Other
California,Lassen County,Rocky De La Fuente,ALI,25,FALSE,Other
California,Lassen County,Gloria La Riva,PSL,16,FALSE,Other
California,Los Angeles County,Joe Biden,DEM,2980478,TRUE,Joe Biden
California,Los Angeles County,Donald Trump,REP,1121538,FALSE,Donald Trump
California,Los Angeles County,Jo Jorgensen,LIB,34762,FALSE,Other
California,Los Angeles County,Howie Hawkins,GRN,21184,FALSE,Other
California,Los Angeles County,Gloria La Riva,PSL,15423,FALSE,Other
California,Los Angeles County,Rocky De La Fuente,ALI,15379,FALSE,Other
California,Alameda County,Joe Biden,DEM,616180,TRUE,Joe Biden
California,Alameda County,Donald Trump,REP,135925,FALSE,Donald Trump
California,Alameda County,Jo Jorgensen,LIB,6276,FALSE,Other
California,Alameda County,Howie Hawkins,GRN,4655,FALSE,Other
California,Alameda County,Gloria La Riva,PSL,2531,FALSE,Other
California,Alameda County,Rocky De La Fuente,ALI,2394,FALSE,Other
California,Alameda County,Write-ins,WRI,0,FALSE,Other
California,Madera County,Donald Trump,REP,29065,TRUE,Donald Trump
California,Madera County,Joe Biden,DEM,22814,FALSE,Joe Biden
California,Madera County,Jo Jorgensen,LIB,613,FALSE,Other
California,Madera County,Howie Hawkins,GRN,214,FALSE,Other
California,Madera County,Rocky De La Fuente,ALI,170,FALSE,Other
California,Madera County,Gloria La Riva,PSL,160,FALSE,Other
California,Marin County,Joe Biden,DEM,126652,TRUE,Joe Biden
California,Marin County,Donald Trump,REP,24007,FALSE,Donald Trump
California,Marin County,Jo Jorgensen,LIB,1494,FALSE,Other
California,Marin County,Howie Hawkins,GRN,705,FALSE,Other
California,Marin County,Rocky De La Fuente,ALI,366,FALSE,Other
California,Marin County,Gloria La Riva,PSL,251,FALSE,Other
California,Mariposa County,Donald Trump,REP,5950,TRUE,Donald Trump
California,Mariposa County,Joe Biden,DEM,4088,FALSE,Joe Biden
California,Mariposa County,Jo Jorgensen,LIB,155,FALSE,Other
California,Mariposa County,Howie Hawkins,GRN,39,FALSE,Other
California,Mariposa County,Rocky De La Fuente,ALI,26,FALSE,Other
California,Mariposa County,Gloria La Riva,PSL,22,FALSE,Other
California,Mendocino County,Joe Biden,DEM,18303,TRUE,Joe Biden
California,Mendocino County,Donald Trump,REP,6312,FALSE,Donald Trump
California,Mendocino County,Jo Jorgensen,LIB,248,FALSE,Other
California,Mendocino County,Howie Hawkins,GRN,179,FALSE,Other
California,Mendocino County,Gloria La Riva,PSL,90,FALSE,Other
California,Mendocino County,Rocky De La Fuente,ALI,39,FALSE,Other
California,Merced County,Joe Biden,DEM,47861,TRUE,Joe Biden
California,Merced County,Donald Trump,REP,38568,FALSE,Donald Trump
California,Merced County,Jo Jorgensen,LIB,926,FALSE,Other
California,Merced County,Gloria La Riva,PSL,419,FALSE,Other
California,Merced County,Howie Hawkins,GRN,382,FALSE,Other
California,Merced County,Rocky De La Fuente,ALI,377,FALSE,Other
California,Modoc County,Donald Trump,REP,2675,TRUE,Donald Trump
California,Modoc County,Joe Biden,DEM,1063,FALSE,Joe Biden
California,Modoc County,Jo Jorgensen,LIB,31,FALSE,Other
California,Modoc County,Howie Hawkins,GRN,14,FALSE,Other
California,Modoc County,Rocky De La Fuente,ALI,12,FALSE,Other
California,Modoc County,Gloria La Riva,PSL,10,FALSE,Other
California,Mono County,Joe Biden,DEM,3998,TRUE,Joe Biden
California,Mono County,Donald Trump,REP,2504,FALSE,Donald Trump
California,Mono County,Jo Jorgensen,LIB,126,FALSE,Other
California,Mono County,Howie Hawkins,GRN,42,FALSE,Other
California,Mono County,Rocky De La Fuente,ALI,25,FALSE,Other
California,Mono County,Gloria La Riva,PSL,18,FALSE,Other
California,Monterey County,Joe Biden,DEM,111656,TRUE,Joe Biden
California,Monterey County,Donald Trump,REP,45031,FALSE,Donald Trump
California,Monterey County,Jo Jorgensen,LIB,1770,FALSE,Other
California,Monterey County,Howie Hawkins,GRN,730,FALSE,Other
California,Monterey County,Rocky De La Fuente,ALI,545,FALSE,Other
California,Monterey County,Gloria La Riva,PSL,473,FALSE,Other
California,Napa County,Joe Biden,DEM,46962,TRUE,Joe Biden
California,Napa County,Donald Trump,REP,19388,FALSE,Donald Trump
California,Napa County,Jo Jorgensen,LIB,844,FALSE,Other
California,Napa County,Howie Hawkins,GRN,292,FALSE,Other
California,Napa County,Rocky De La Fuente,ALI,217,FALSE,Other
California,Napa County,Gloria La Riva,PSL,144,FALSE,Other
California,Nevada County,Joe Biden,DEM,34959,TRUE,Joe Biden
California,Nevada County,Donald Trump,REP,25864,FALSE,Donald Trump
California,Nevada County,Jo Jorgensen,LIB,889,FALSE,Other
California,Nevada County,Howie Hawkins,GRN,322,FALSE,Other
California,Nevada County,Rocky De La Fuente,ALI,183,FALSE,Other
California,Nevada County,Gloria La Riva,PSL,135,FALSE,Other
California,Alpine County,Joe Biden,DEM,473,TRUE,Joe Biden
California,Alpine County,Donald Trump,REP,238,FALSE,Donald Trump
California,Alpine County,Jo Jorgensen,LIB,14,FALSE,Other
California,Alpine County,Write-ins,WRI,5,FALSE,Other
California,Alpine County,Howie Hawkins,GRN,4,FALSE,Other
California,Alpine County,Gloria La Riva,PSL,2,FALSE,Other
California,Alpine County,Rocky De La Fuente,ALI,0,FALSE,Other
California,Orange County,Joe Biden,DEM,809941,TRUE,Joe Biden
California,Orange County,Donald Trump,REP,672128,FALSE,Donald Trump
California,Orange County,Jo Jorgensen,LIB,17225,FALSE,Other
California,Orange County,Howie Hawkins,GRN,5780,FALSE,Other
California,Orange County,Rocky De La Fuente,ALI,4594,FALSE,Other
California,Orange County,Gloria La Riva,PSL,3396,FALSE,Other
California,Placer County,Donald Trump,REP,116910,TRUE,Donald Trump
California,Placer County,Joe Biden,DEM,102749,FALSE,Joe Biden
California,Placer County,Jo Jorgensen,LIB,3727,FALSE,Other
California,Placer County,Howie Hawkins,GRN,738,FALSE,Other
California,Placer County,Rocky De La Fuente,ALI,558,FALSE,Other
California,Placer County,Gloria La Riva,PSL,319,FALSE,Other
California,Plumas County,Donald Trump,REP,6247,TRUE,Donald Trump
California,Plumas County,Joe Biden,DEM,4465,FALSE,Joe Biden
California,Plumas County,Jo Jorgensen,LIB,142,FALSE,Other
California,Plumas County,Howie Hawkins,GRN,38,FALSE,Other
California,Plumas County,Rocky De La Fuente,ALI,30,FALSE,Other
California,Plumas County,Gloria La Riva,PSL,25,FALSE,Other
California,Plumas County,Write-ins,WRI,3,FALSE,Other
California,Riverside County,Joe Biden,DEM,442164,TRUE,Joe Biden
California,Riverside County,Donald Trump,REP,372130,FALSE,Donald Trump
California,Riverside County,Jo Jorgensen,LIB,8007,FALSE,Other
California,Riverside County,Howie Hawkins,GRN,2713,FALSE,Other
California,Riverside County,Rocky De La Fuente,ALI,2665,FALSE,Other
California,Riverside County,Gloria La Riva,PSL,2144,FALSE,Other
California,Sacramento County,Joe Biden,DEM,402630,TRUE,Joe Biden
California,Sacramento County,Donald Trump,REP,234854,FALSE,Donald Trump
California,Sacramento County,Jo Jorgensen,LIB,8636,FALSE,Other
California,Sacramento County,Howie Hawkins,GRN,2909,FALSE,Other
California,Sacramento County,Rocky De La Fuente,ALI,2269,FALSE,Other
California,Sacramento County,Gloria La Riva,PSL,2097,FALSE,Other
California,San Benito County,Joe Biden,DEM,17315,TRUE,Joe Biden
California,San Benito County,Donald Trump,REP,10412,FALSE,Donald Trump
California,San Benito County,Jo Jorgensen,LIB,337,FALSE,Other
California,San Benito County,Howie Hawkins,GRN,89,FALSE,Other
California,San Benito County,Rocky De La Fuente,ALI,83,FALSE,Other
California,San Benito County,Gloria La Riva,PSL,81,FALSE,Other
California,San Bernardino County,Joe Biden,DEM,434162,TRUE,Joe Biden
California,San Bernardino County,Donald Trump,REP,348675,FALSE,Donald Trump
California,San Bernardino County,Jo Jorgensen,LIB,8346,FALSE,Other
California,San Bernardino County,Howie Hawkins,GRN,3412,FALSE,Other
California,San Bernardino County,Rocky De La Fuente,ALI,3131,FALSE,Other
California,San Bernardino County,Gloria La Riva,PSL,2854,FALSE,Other
California,San Diego County,Joe Biden,DEM,959637,TRUE,Joe Biden
California,San Diego County,Donald Trump,REP,596180,FALSE,Donald Trump
California,San Diego County,Jo Jorgensen,LIB,21227,FALSE,Other
California,San Diego County,Howie Hawkins,GRN,7361,FALSE,Other
California,San Diego County,Rocky De La Fuente,ALI,5243,FALSE,Other
California,San Diego County,Gloria La Riva,PSL,2834,FALSE,Other
California,San Francisco County,Joe Biden,DEM,375630,TRUE,Joe Biden
California,San Francisco County,Donald Trump,REP,55988,FALSE,Donald Trump
California,San Francisco County,Jo Jorgensen,LIB,3261,FALSE,Other
California,San Francisco County,Howie Hawkins,GRN,2762,FALSE,Other
California,San Francisco County,Gloria La Riva,PSL,1529,FALSE,Other
California,San Francisco County,Rocky De La Fuente,ALI,1248,FALSE,Other
California,San Joaquin County,Joe Biden,DEM,130522,TRUE,Joe Biden
California,San Joaquin County,Donald Trump,REP,94693,FALSE,Donald Trump
California,San Joaquin County,Jo Jorgensen,LIB,2216,FALSE,Other
California,San Joaquin County,Rocky De La Fuente,ALI,884,FALSE,Other
California,San Joaquin County,Howie Hawkins,GRN,806,FALSE,Other
California,San Joaquin County,Gloria La Riva,PSL,721,FALSE,Other
California,Amador County,Donald Trump,REP,13571,TRUE,Donald Trump
California,Amador County,Joe Biden,DEM,8147,FALSE,Joe Biden
California,Amador County,Jo Jorgensen,LIB,349,FALSE,Other
California,Amador County,Howie Hawkins,GRN,110,FALSE,Other
California,Amador County,Rocky De La Fuente,ALI,64,FALSE,Other
California,Amador County,Gloria La Riva,PSL,41,FALSE,Other
California,San Luis Obispo County,Joe Biden,DEM,86829,TRUE,Joe Biden
California,San Luis Obispo County,Donald Trump,REP,65907,FALSE,Donald Trump
California,San Luis Obispo County,Jo Jorgensen,LIB,2352,FALSE,Other
California,San Luis Obispo County,Howie Hawkins,GRN,769,FALSE,Other
California,San Luis Obispo County,Rocky De La Fuente,ALI,437,FALSE,Other
California,San Luis Obispo County,Gloria La Riva,PSL,268,FALSE,Other
California,San Mateo County,Joe Biden,DEM,288333,TRUE,Joe Biden
California,San Mateo County,Donald Trump,REP,74756,FALSE,Donald Trump
California,San Mateo County,Jo Jorgensen,LIB,3500,FALSE,Other
California,San Mateo County,Howie Hawkins,GRN,1575,FALSE,Other
California,San Mateo County,Rocky De La Fuente,ALI,1124,FALSE,Other
California,San Mateo County,Gloria La Riva,PSL,784,FALSE,Other
California,Santa Barbara County,Joe Biden,DEM,126419,TRUE,Joe Biden
California,Santa Barbara County,Donald Trump,REP,63583,FALSE,Donald Trump
California,Santa Barbara County,Jo Jorgensen,LIB,2317,FALSE,Other
California,Santa Barbara County,Howie Hawkins,GRN,889,FALSE,Other
California,Santa Barbara County,Rocky De La Fuente,ALI,681,FALSE,Other
California,Santa Barbara County,Gloria La Riva,PSL,489,FALSE,Other
California,Santa Clara County,Joe Biden,DEM,587945,TRUE,Joe Biden
California,Santa Clara County,Donald Trump,REP,203648,FALSE,Donald Trump
California,Santa Clara County,Jo Jorgensen,LIB,8634,FALSE,Other
California,Santa Clara County,Howie Hawkins,GRN,3829,FALSE,Other
California,Santa Clara County,Rocky De La Fuente,ALI,2452,FALSE,Other
California,Santa Clara County,Gloria La Riva,PSL,2001,FALSE,Other
California,Santa Cruz County,Joe Biden,DEM,112975,TRUE,Joe Biden
California,Santa Cruz County,Donald Trump,REP,26565,FALSE,Donald Trump
California,Santa Cruz County,Jo Jorgensen,LIB,1676,FALSE,Other
California,Santa Cruz County,Howie Hawkins,GRN,1045,FALSE,Other
California,Santa Cruz County,Rocky De La Fuente,ALI,428,FALSE,Other
California,Santa Cruz County,Gloria La Riva,PSL,406,FALSE,Other
California,Shasta County,Donald Trump,REP,58886,TRUE,Donald Trump
California,Shasta County,Joe Biden,DEM,29312,FALSE,Joe Biden
California,Shasta County,Jo Jorgensen,LIB,1222,FALSE,Other
California,Shasta County,Howie Hawkins,GRN,360,FALSE,Other
California,Shasta County,Rocky De La Fuente,ALI,264,FALSE,Other
California,Shasta County,Gloria La Riva,PSL,181,FALSE,Other
California,Sierra County,Donald Trump,REP,1142,TRUE,Donald Trump
California,Sierra County,Joe Biden,DEM,730,FALSE,Joe Biden
California,Sierra County,Jo Jorgensen,LIB,27,FALSE,Other
California,Sierra County,Howie Hawkins,GRN,13,FALSE,Other
California,Sierra County,Rocky De La Fuente,ALI,12,FALSE,Other
California,Sierra County,Gloria La Riva,PSL,6,FALSE,Other
California,Siskiyou County,Donald Trump,REP,13272,TRUE,Donald Trump
California,Siskiyou County,Joe Biden,DEM,9582,FALSE,Joe Biden
California,Siskiyou County,Jo Jorgensen,LIB,317,FALSE,Other
California,Siskiyou County,Howie Hawkins,GRN,116,FALSE,Other
California,Siskiyou County,Rocky De La Fuente,ALI,79,FALSE,Other
California,Siskiyou County,Gloria La Riva,PSL,54,FALSE,Other
California,Solano County,Joe Biden,DEM,131078,TRUE,Joe Biden
California,Solano County,Donald Trump,REP,68925,FALSE,Donald Trump
California,Solano County,Jo Jorgensen,LIB,2461,FALSE,Other
California,Solano County,Howie Hawkins,GRN,952,FALSE,Other
California,Solano County,Rocky De La Fuente,ALI,790,FALSE,Other
California,Solano County,Gloria La Riva,PSL,621,FALSE,Other
California,Sonoma County,Joe Biden,DEM,197010,TRUE,Joe Biden
California,Sonoma County,Donald Trump,REP,60355,FALSE,Donald Trump
California,Sonoma County,Jo Jorgensen,LIB,3348,FALSE,Other
California,Sonoma County,Howie Hawkins,GRN,1461,FALSE,Other
California,Sonoma County,Rocky De La Fuente,ALI,803,FALSE,Other
California,Sonoma County,Gloria La Riva,PSL,714,FALSE,Other
California,Butte County,Joe Biden,DEM,49402,TRUE,Joe Biden
California,Butte County,Donald Trump,REP,47568,FALSE,Donald Trump
California,Butte County,Jo Jorgensen,LIB,1728,FALSE,Other
California,Butte County,Howie Hawkins,GRN,495,FALSE,Other
California,Butte County,Rocky De La Fuente,ALI,312,FALSE,Other
California,Butte County,Gloria La Riva,PSL,275,FALSE,Other
California,Stanislaus County,Joe Biden,DEM,103459,TRUE,Joe Biden
California,Stanislaus County,Donald Trump,REP,101792,FALSE,Donald Trump
California,Stanislaus County,Jo Jorgensen,LIB,2433,FALSE,Other
California,Stanislaus County,Rocky De La Fuente,ALI,896,FALSE,Other
California,Stanislaus County,Howie Hawkins,GRN,729,FALSE,Other
California,Stanislaus County,Gloria La Riva,PSL,704,FALSE,Other
California,Sutter County,Donald Trump,REP,23864,TRUE,Donald Trump
California,Sutter County,Joe Biden,DEM,16961,FALSE,Joe Biden
California,Sutter County,Jo Jorgensen,LIB,506,FALSE,Other
California,Sutter County,Howie Hawkins,GRN,131,FALSE,Other
California,Sutter County,Rocky De La Fuente,ALI,120,FALSE,Other
California,Sutter County,Gloria La Riva,PSL,112,FALSE,Other
California,Tehama County,Donald Trump,REP,17739,TRUE,Donald Trump
California,Tehama County,Joe Biden,DEM,8493,FALSE,Joe Biden
California,Tehama County,Jo Jorgensen,LIB,359,FALSE,Other
California,Tehama County,Rocky De La Fuente,ALI,97,FALSE,Other
California,Tehama County,Howie Hawkins,GRN,80,FALSE,Other
California,Tehama County,Gloria La Riva,PSL,58,FALSE,Other
California,Trinity County,Donald Trump,REP,2513,TRUE,Donald Trump
California,Trinity County,Joe Biden,DEM,2383,FALSE,Joe Biden
California,Trinity County,Jo Jorgensen,LIB,86,FALSE,Other
California,Trinity County,Write-ins,WRI,47,FALSE,Other
California,Trinity County,Howie Hawkins,GRN,30,FALSE,Other
California,Trinity County,Rocky De La Fuente,ALI,23,FALSE,Other
California,Trinity County,Gloria La Riva,PSL,13,FALSE,Other
California,Tulare County,Donald Trump,REP,76315,TRUE,Donald Trump
California,Tulare County,Joe Biden,DEM,65056,FALSE,Joe Biden
California,Tulare County,Jo Jorgensen,LIB,1474,FALSE,Other
California,Tulare County,Rocky De La Fuente,ALI,612,FALSE,Other
California,Tulare County,Gloria La Riva,PSL,527,FALSE,Other
California,Tulare County,Howie Hawkins,GRN,464,FALSE,Other
California,Tuolumne County,Donald Trump,REP,17302,TRUE,Donald Trump
California,Tuolumne County,Joe Biden,DEM,11808,FALSE,Joe Biden
California,Tuolumne County,Jo Jorgensen,LIB,426,FALSE,Other
California,Tuolumne County,Howie Hawkins,GRN,139,FALSE,Other
California,Tuolumne County,Rocky De La Fuente,ALI,87,FALSE,Other
California,Tuolumne County,Gloria La Riva,PSL,58,FALSE,Other
California,Ventura County,Joe Biden,DEM,249742,TRUE,Joe Biden
California,Ventura County,Donald Trump,REP,160835,FALSE,Donald Trump
California,Ventura County,Jo Jorgensen,LIB,5023,FALSE,Other
California,Ventura County,Howie Hawkins,GRN,1750,FALSE,Other
California,Ventura County,Rocky De La Fuente,ALI,1258,FALSE,Other
California,Ventura County,Gloria La Riva,PSL,969,FALSE,Other
California,Yolo County,Joe Biden,DEM,53621,TRUE,Joe Biden
California,Yolo County,Donald Trump,REP,19825,FALSE,Donald Trump
California,Yolo County,Jo Jorgensen,LIB,790,FALSE,Other
California,Yolo County,Howie Hawkins,GRN,363,FALSE,Other
California,Yolo County,Gloria La Riva,PSL,220,FALSE,Other
California,Yolo County,Rocky De La Fuente,ALI,204,FALSE,Other
California,Yuba County,Donald Trump,REP,16210,TRUE,Donald Trump
California,Yuba County,Joe Biden,DEM,10343,FALSE,Joe Biden
California,Yuba County,Jo Jorgensen,LIB,446,FALSE,Other
California,Yuba County,Rocky De La Fuente,ALI,133,FALSE,Other
California,Yuba County,Howie Hawkins,GRN,115,FALSE,Other
California,Yuba County,Gloria La Riva,PSL,82,FALSE,Other
California,Calaveras County,Donald Trump,REP,16287,TRUE,Donald Trump
California,Calaveras County,Joe Biden,DEM,9845,FALSE,Joe Biden
California,Calaveras County,Jo Jorgensen,LIB,352,FALSE,Other
California,Calaveras County,Howie Hawkins,GRN,120,FALSE,Other
California,Calaveras County,Rocky De La Fuente,ALI,69,FALSE,Other
California,Calaveras County,Gloria La Riva,PSL,44,FALSE,Other
California,Colusa County,Donald Trump,REP,4399,TRUE,Donald Trump
California,Colusa County,Joe Biden,DEM,3114,FALSE,Joe Biden
California,Colusa County,Jo Jorgensen,LIB,79,FALSE,Other
California,Colusa County,Rocky De La Fuente,ALI,28,FALSE,Other
California,Colusa County,Gloria La Riva,PSL,27,FALSE,Other
California,Colusa County,Howie Hawkins,GRN,25,FALSE,Other
California,Contra Costa County,Joe Biden,DEM,407639,TRUE,Joe Biden
California,Contra Costa County,Donald Trump,REP,148623,FALSE,Donald Trump
California,Contra Costa County,Jo Jorgensen,LIB,5970,FALSE,Other
California,Contra Costa County,Howie Hawkins,GRN,2551,FALSE,Other
