state,county,candidate,party,total_votes,won,candidate_2
Oregon,Wasco County,Joe Biden,DEM,6467,FALSE,Joe Biden
Oregon,Wasco County,Jo Jorgensen,LIB,284,FALSE,Other
Oregon,Wasco County,Write-ins,WRI,90,FALSE,Other
Oregon,Wasco County,Howie Hawkins,GRN,71,FALSE,Other
Oregon,Wasco County,Dario Hunter,PRG,27,FALSE,Other
Oregon,Washington County,Joe Biden,DEM,209549,TRUE,Joe Biden
Oregon,Washington County,Donald Trump,REP,98916,FALSE,Donald Trump
Oregon,Washington County,Jo Jorgensen,LIB,6390,FALSE,Other
Oregon,Washington County,Write-ins,WRI,2861,FALSE,Other
Oregon,Washington County,Howie Hawkins,GRN,1422,FALSE,Other
Oregon,Washington County,Dario Hunter,PRG,631,FALSE,Other
Oregon,Wheeler County,Donald Trump,REP,710,TRUE,Donald Trump
Oregon,Wheeler County,Joe Biden,DEM,216,FALSE,Joe Biden
Oregon,Wheeler County,Jo Jorgensen,LIB,25,FALSE,Other
Oregon,Wheeler County,Dario Hunter,PRG,5,FALSE,Other
Oregon,Wheeler County,Write-ins,WRI,5,FALSE,Other
Oregon,Wheeler County,Howie Hawkins,GRN,2,FALSE,Other
Oregon,Yamhill County,Donald Trump,REP,28933,TRUE,Donald Trump
Oregon,Yamhill County,Joe Biden,DEM,26668,FALSE,Joe Biden
Oregon,Yamhill County,Jo Jorgensen,LIB,1401,FALSE,Other
Oregon,Yamhill County,Write-ins,WRI,362,FALSE,Other
Oregon,Yamhill County,Howie Hawkins,GRN,244,FALSE,Other
Oregon,Yamhill County,Dario Hunter,PRG,115,FALSE,Other
Pennsylvania,Adams County,Donald Trump,REP,37567,TRUE,Donald Trump
Pennsylvania,Adams County,Joe Biden,DEM,18254,FALSE,Joe Biden
Pennsylvania,Adams County,Jo Jorgensen,LIB,814,FALSE,Other
Pennsylvania,Allegheny County,Joe Biden,DEM,428876,TRUE,Joe Biden
Pennsylvania,Allegheny County,Donald Trump,REP,282170,FALSE,Donald Trump
Pennsylvania,Allegheny County,Jo Jorgensen,LIB,8341,FALSE,Other
Pennsylvania,Allegheny County,Write-ins,WRI,2758,FALSE,Other
Pennsylvania,Armstrong County,Donald Trump,REP,27340,TRUE,Donald Trump
Pennsylvania,Armstrong County,Joe Biden,DEM,8417,FALSE,Joe Biden
Pennsylvania,Armstrong County,Jo Jorgensen,LIB,421,FALSE,Other
Pennsylvania,Beaver County,Donald Trump,REP,54108,TRUE,Donald Trump
Pennsylvania,Beaver County,Joe Biden,DEM,37747,FALSE,Joe Biden
Pennsylvania,Beaver County,Jo Jorgensen,LIB,1228,FALSE,Other
Pennsylvania,Bedford County,Donald Trump,REP,23025,TRUE,Donald Trump
Pennsylvania,Bedford County,Joe Biden,DEM,4367,FALSE,Joe Biden
Pennsylvania,Bedford County,Jo Jorgensen,LIB,182,FALSE,Other
Pennsylvania,Berks County,Donald Trump,REP,105941,TRUE,Donald Trump
Pennsylvania,Berks County,Joe Biden,DEM,89530,FALSE,Joe Biden
Pennsylvania,Berks County,Jo Jorgensen,LIB,2789,FALSE,Other
Pennsylvania,Blair County,Donald Trump,REP,44714,TRUE,Donald Trump
Pennsylvania,Blair County,Joe Biden,DEM,17425,FALSE,Joe Biden
Pennsylvania,Blair County,Jo Jorgensen,LIB,645,FALSE,Other
Pennsylvania,Bradford County,Donald Trump,REP,21586,TRUE,Donald Trump
Pennsylvania,Bradford County,Joe Biden,DEM,8044,FALSE,Joe Biden
Pennsylvania,Bradford County,Jo Jorgensen,LIB,513,FALSE,Other
Pennsylvania,Bucks County,Joe Biden,DEM,201768,TRUE,Joe Biden
Pennsylvania,Bucks County,Donald Trump,REP,184440,FALSE,Donald Trump
Pennsylvania,Bucks County,Jo Jorgensen,LIB,4108,FALSE,Other
Pennsylvania,Butler County,Donald Trump,REP,74279,TRUE,Donald Trump
Pennsylvania,Butler County,Joe Biden,DEM,37379,FALSE,Joe Biden
Pennsylvania,Butler County,Jo Jorgensen,LIB,1432,FALSE,Other
Pennsylvania,Cambria County,Donald Trump,REP,48094,TRUE,Donald Trump
Pennsylvania,Cambria County,Joe Biden,DEM,21752,FALSE,Joe Biden
Pennsylvania,Cambria County,Jo Jorgensen,LIB,759,FALSE,Other
Pennsylvania,Cameron County,Donald Trump,REP,1771,TRUE,Donald Trump
Pennsylvania,Cameron County,Joe Biden,DEM,634,FALSE,Joe Biden
Pennsylvania,Cameron County,Jo Jorgensen,LIB,29,FALSE,Other
Pennsylvania,Carbon County,Donald Trump,REP,21773,TRUE,Donald Trump
Pennsylvania,Carbon County,Joe Biden,DEM,11083,FALSE,Joe Biden
Pennsylvania,Carbon County,Jo Jorgensen,LIB,429,FALSE,Other
Pennsylvania,Centre County,Joe Biden,DEM,40054,TRUE,Joe Biden
Pennsylvania,Centre County,Donald Trump,REP,36371,FALSE,Donald Trump
Pennsylvania,Centre County,Jo Jorgensen,LIB,1065,FALSE,Other
Pennsylvania,Chester County,Joe Biden,DEM,181170,TRUE,Joe Biden
Pennsylvania,Chester County,Donald Trump,REP,127693,FALSE,Donald Trump
Pennsylvania,Chester County,Jo Jorgensen,LIB,3545,FALSE,Other
Pennsylvania,Chester County,Write-ins,WRI,1241,FALSE,Other
Pennsylvania,Clarion County,Donald Trump,REP,14550,TRUE,Donald Trump
Pennsylvania,Clarion County,Joe Biden,DEM,4671,FALSE,Joe Biden
Pennsylvania,Clarion County,Jo Jorgensen,LIB,237,FALSE,Other
Pennsylvania,Clearfield County,Donald Trump,REP,29203,TRUE,Donald Trump
Pennsylvania,Clearfield County,Joe Biden,DEM,9673,FALSE,Joe Biden
Pennsylvania,Clearfield County,Jo Jorgensen,LIB,546,FALSE,Other
Pennsylvania,Clearfield County,Write-ins,WRI,74,FALSE,Other
Pennsylvania,Clinton County,Donald Trump,REP,11897,TRUE,Donald Trump
Pennsylvania,Clinton County,Joe Biden,DEM,5501,FALSE,Joe Biden
Pennsylvania,Clinton County,Jo Jorgensen,LIB,221,FALSE,Other
Pennsylvania,Columbia County,Donald Trump,REP,19752,TRUE,Donald Trump
Pennsylvania,Columbia County,Joe Biden,DEM,10289,FALSE,Joe Biden
Pennsylvania,Columbia County,Jo Jorgensen,LIB,528,FALSE,Other
Pennsylvania,Crawford County,Donald Trump,REP,28002,TRUE,Donald Trump
Pennsylvania,Crawford County,Joe Biden,DEM,12610,FALSE,Joe Biden
Pennsylvania,Crawford County,Jo Jorgensen,LIB,513,FALSE,Other
Pennsylvania,Cumberland County,Donald Trump,REP,77212,TRUE,Donald Trump
Pennsylvania,Cumberland County,Joe Biden,DEM,62237,FALSE,Joe Biden
Pennsylvania,Cumberland County,Jo Jorgensen,LIB,2138,FALSE,Other
Pennsylvania,Dauphin County,Joe Biden,DEM,78912,TRUE,Joe Biden
Pennsylvania,Dauphin County,Donald Trump,REP,66365,FALSE,Donald Trump
Pennsylvania,Dauphin County,Jo Jorgensen,LIB,1977,FALSE,Other
Pennsylvania,Delaware County,Joe Biden,DEM,205332,TRUE,Joe Biden
Pennsylvania,Delaware County,Donald Trump,REP,118358,FALSE,Donald Trump
Pennsylvania,Delaware County,Jo Jorgensen,LIB,2969,FALSE,Other
Pennsylvania,Elk County,Donald Trump,REP,12135,TRUE,Donald Trump
Pennsylvania,Elk County,Joe Biden,DEM,4517,FALSE,Joe Biden
Pennsylvania,Elk County,Jo Jorgensen,LIB,244,FALSE,Other
Pennsylvania,Erie County,Joe Biden,DEM,68336,TRUE,Joe Biden
Pennsylvania,Erie County,Donald Trump,REP,66912,FALSE,Donald Trump
Pennsylvania,Erie County,Jo Jorgensen,LIB,1936,FALSE,Other
Pennsylvania,Fayette County,Donald Trump,REP,39978,TRUE,Donald Trump
Pennsylvania,Fayette County,Joe Biden,DEM,19518,FALSE,Joe Biden
Pennsylvania,Fayette County,Jo Jorgensen,LIB,445,FALSE,Other
Pennsylvania,Forest County,Donald Trump,REP,1864,TRUE,Donald Trump
Pennsylvania,Forest County,Joe Biden,DEM,715,FALSE,Joe Biden
Pennsylvania,Forest County,Jo Jorgensen,LIB,34,FALSE,Other
Pennsylvania,Forest County,Write-ins,WRI,8,FALSE,Other
Pennsylvania,Franklin County,Donald Trump,REP,57308,TRUE,Donald Trump
Pennsylvania,Franklin County,Joe Biden,DEM,22468,FALSE,Joe Biden
Pennsylvania,Franklin County,Jo Jorgensen,LIB,1120,FALSE,Other
Pennsylvania,Fulton County,Donald Trump,REP,6824,TRUE,Donald Trump
Pennsylvania,Fulton County,Joe Biden,DEM,1085,FALSE,Joe Biden
Pennsylvania,Fulton County,Jo Jorgensen,LIB,69,FALSE,Other
Pennsylvania,Greene County,Donald Trump,REP,12556,TRUE,Donald Trump
Pennsylvania,Greene County,Joe Biden,DEM,4900,FALSE,Joe Biden
Pennsylvania,Greene County,Jo Jorgensen,LIB,179,FALSE,Other
Pennsylvania,Huntingdon County,Donald Trump,REP,17059,TRUE,Donald Trump
Pennsylvania,Huntingdon County,Joe Biden,DEM,5448,FALSE,Joe Biden
Pennsylvania,Huntingdon County,Jo Jorgensen,LIB,286,FALSE,Other
Pennsylvania,Indiana County,Donald Trump,REP,28087,TRUE,Donald Trump
Pennsylvania,Indiana County,Joe Biden,DEM,12634,FALSE,Joe Biden
Pennsylvania,Indiana County,Jo Jorgensen,LIB,475,FALSE,Other
Pennsylvania,Jefferson County,Donald Trump,REP,17928,TRUE,Donald Trump
Pennsylvania,Jefferson County,Joe Biden,DEM,4498,FALSE,Joe Biden
Pennsylvania,Jefferson County,Jo Jorgensen,LIB,335,FALSE,Other
Pennsylvania,Juniata County,Donald Trump,REP,9648,TRUE,Donald Trump
Pennsylvania,Juniata County,Joe Biden,DEM,2253,FALSE,Joe Biden
Pennsylvania,Juniata County,Jo Jorgensen,LIB,141,FALSE,Other
Pennsylvania,Lackawanna County,Joe Biden,DEM,61768,TRUE,Joe Biden
Pennsylvania,Lackawanna County,Donald Trump,REP,52206,FALSE,Donald Trump
Pennsylvania,Lackawanna County,Jo Jorgensen,LIB,1083,FALSE,Other
Pennsylvania,Lancaster County,Donald Trump,REP,159902,TRUE,Donald Trump
Pennsylvania,Lancaster County,Joe Biden,DEM,115294,FALSE,Joe Biden
Pennsylvania,Lancaster County,Jo Jorgensen,LIB,4161,FALSE,Other
Pennsylvania,Lancaster County,Write-ins,WRI,1128,FALSE,Other
Pennsylvania,Lawrence County,Donald Trump,REP,29290,TRUE,Donald Trump
Pennsylvania,Lawrence County,Joe Biden,DEM,15772,FALSE,Joe Biden
Pennsylvania,Lawrence County,Jo Jorgensen,LIB,496,FALSE,Other
Pennsylvania,Lebanon County,Donald Trump,REP,46731,TRUE,Donald Trump
Pennsylvania,Lebanon County,Joe Biden,DEM,23932,FALSE,Joe Biden
Pennsylvania,Lebanon County,Jo Jorgensen,LIB,989,FALSE,Other
Pennsylvania,Lebanon County,Write-ins,WRI,206,FALSE,Other
Pennsylvania,Lehigh County,Joe Biden,DEM,95889,TRUE,Joe Biden
Pennsylvania,Lehigh County,Donald Trump,REP,82287,FALSE,Donald Trump
Pennsylvania,Lehigh County,Jo Jorgensen,LIB,2108,FALSE,Other
Pennsylvania,Luzerne County,Donald Trump,REP,86889,TRUE,Donald Trump
Pennsylvania,Luzerne County,Joe Biden,DEM,64822,FALSE,Joe Biden
Pennsylvania,Luzerne County,Jo Jorgensen,LIB,1518,FALSE,Other
Pennsylvania,Lycoming County,Donald Trump,REP,41439,TRUE,Donald Trump
Pennsylvania,Lycoming County,Joe Biden,DEM,16961,FALSE,Joe Biden
Pennsylvania,Lycoming County,Jo Jorgensen,LIB,821,FALSE,Other
Pennsylvania,McKean County,Donald Trump,REP,14067,TRUE,Donald Trump
Pennsylvania,McKean County,Joe Biden,DEM,5076,FALSE,Joe Biden
Pennsylvania,McKean County,Jo Jorgensen,LIB,284,FALSE,Other
Pennsylvania,Mercer County,Donald Trump,REP,36059,TRUE,Donald Trump
Pennsylvania,Mercer County,Joe Biden,DEM,20984,FALSE,Joe Biden
Pennsylvania,Mercer County,Jo Jorgensen,LIB,742,FALSE,Other
Pennsylvania,Mercer County,Write-ins,WRI,163,FALSE,Other
Pennsylvania,Mifflin County,Donald Trump,REP,16663,TRUE,Donald Trump
Pennsylvania,Mifflin County,Joe Biden,DEM,4599,FALSE,Joe Biden
Pennsylvania,Mifflin County,Jo Jorgensen,LIB,229,FALSE,Other
Pennsylvania,Monroe County,Joe Biden,DEM,43884,TRUE,Joe Biden
Pennsylvania,Monroe County,Donald Trump,REP,38642,FALSE,Donald Trump
Pennsylvania,Monroe County,Jo Jorgensen,LIB,1040,FALSE,Other
Pennsylvania,Monroe County,Write-ins,WRI,0,FALSE,Other
Pennsylvania,Montgomery County,Joe Biden,DEM,318041,TRUE,Joe Biden
Pennsylvania,Montgomery County,Donald Trump,REP,184698,FALSE,Donald Trump
Pennsylvania,Montgomery County,Jo Jorgensen,LIB,5171,FALSE,Other
Pennsylvania,Montour County,Donald Trump,REP,5842,TRUE,Donald Trump
Pennsylvania,Montour County,Joe Biden,DEM,3768,FALSE,Joe Biden
Pennsylvania,Montour County,Jo Jorgensen,LIB,156,FALSE,Other
Pennsylvania,Montour County,Write-ins,WRI,46,FALSE,Other
Pennsylvania,Northampton County,Joe Biden,DEM,84145,TRUE,Joe Biden
Pennsylvania,Northampton County,Donald Trump,REP,82830,FALSE,Donald Trump
Pennsylvania,Northampton County,Jo Jorgensen,LIB,1977,FALSE,Other
Pennsylvania,Northampton County,Write-ins,WRI,451,FALSE,Other
Pennsylvania,Northumberland County,Donald Trump,REP,28975,TRUE,Donald Trump
Pennsylvania,Northumberland County,Joe Biden,DEM,12703,FALSE,Joe Biden
Pennsylvania,Northumberland County,Jo Jorgensen,LIB,657,FALSE,Other
Pennsylvania,Perry County,Donald Trump,REP,18293,TRUE,Donald Trump
Pennsylvania,Perry County,Joe Biden,DEM,5950,FALSE,Joe Biden
Pennsylvania,Perry County,Jo Jorgensen,LIB,409,FALSE,Other
Pennsylvania,Philadelphia County,Joe Biden,DEM,580331,TRUE,Joe Biden
Pennsylvania,Philadelphia County,Donald Trump,REP,128667,FALSE,Donald Trump
Pennsylvania,Philadelphia County,Jo Jorgensen,LIB,4682,FALSE,Other
Pennsylvania,Pike County,Donald Trump,REP,19241,TRUE,Donald Trump
Pennsylvania,Pike County,Joe Biden,DEM,13052,FALSE,Joe Biden
Pennsylvania,Pike County,Jo Jorgensen,LIB,323,FALSE,Other
Pennsylvania,Potter County,Donald Trump,REP,7216,TRUE,Donald Trump
Pennsylvania,Potter County,Joe Biden,DEM,1716,FALSE,Joe Biden
Pennsylvania,Potter County,Jo Jorgensen,LIB,99,FALSE,Other
Pennsylvania,Schuylkill County,Donald Trump,REP,48100,TRUE,Donald Trump
Pennsylvania,Schuylkill County,Joe Biden,DEM,20425,FALSE,Joe Biden
Pennsylvania,Schuylkill County,Jo Jorgensen,LIB,997,FALSE,Other
Pennsylvania,Snyder County,Donald Trump,REP,13983,TRUE,Donald Trump
Pennsylvania,Snyder County,Joe Biden,DEM,4910,FALSE,Joe Biden
Pennsylvania,Snyder County,Jo Jorgensen,LIB,247,FALSE,Other
Pennsylvania,Somerset County,Donald Trump,REP,31105,TRUE,Donald Trump
Pennsylvania,Somerset County,Joe Biden,DEM,8543,FALSE,Joe Biden
Pennsylvania,Somerset County,Jo Jorgensen,LIB,414,FALSE,Other
Pennsylvania,Sullivan County,Donald Trump,REP,2622,TRUE,Donald Trump
Pennsylvania,Sullivan County,Joe Biden,DEM,921,FALSE,Joe Biden
Pennsylvania,Sullivan County,Jo Jorgensen,LIB,56,FALSE,Other
Pennsylvania,Susquehanna County,Donald Trump,REP,14879,TRUE,Donald Trump
Pennsylvania,Susquehanna County,Joe Biden,DEM,6084,FALSE,Joe Biden
Pennsylvania,Susquehanna County,Jo Jorgensen,LIB,301,FALSE,Other
Pennsylvania,Susquehanna County,Write-ins,WRI,61,FALSE,Other
Pennsylvania,Tioga County,Donald Trump,REP,15753,TRUE,Donald Trump
Pennsylvania,Tioga County,Joe Biden,DEM,4959,FALSE,Joe Biden
Pennsylvania,Tioga County,Jo Jorgensen,LIB,379,FALSE,Other
Pennsylvania,Union County,Donald Trump,REP,12342,TRUE,Donald Trump
Pennsylvania,Union County,Joe Biden,DEM,7377,FALSE,Joe Biden
Pennsylvania,Union County,Jo Jorgensen,LIB,282,FALSE,Other
Pennsylvania,Union County,Write-ins,WRI,77,FALSE,Other
Pennsylvania,Venango County,Donald Trump,REP,18569,TRUE,Donald Trump
Pennsylvania,Venango County,Joe Biden,DEM,7585,FALSE,Joe Biden
Pennsylvania,Venango County,Jo Jorgensen,LIB,374,FALSE,Other
Pennsylvania,Warren County,Donald Trump,REP,14020,TRUE,Donald Trump
Pennsylvania,Warren County,Joe Biden,DEM,5987,FALSE,Joe Biden
Pennsylvania,Warren County,Jo Jorgensen,LIB,338,FALSE,Other
Pennsylvania,Warren County,Write-ins,WRI,56,FALSE,Other
Pennsylvania,Washington County,Donald Trump,REP,71397,TRUE,Donald Trump
Pennsylvania,Washington County,Joe Biden,DEM,44746,FALSE,Joe Biden
Pennsylvania,Washington County,Jo Jorgensen,LIB,1300,FALSE,Other
Pennsylvania,Wayne County,Donald Trump,REP,18637,TRUE,Donald Trump
Pennsylvania,Wayne County,Joe Biden,DEM,9191,FALSE,Joe Biden
Pennsylvania,Wayne County,Jo Jorgensen,LIB,261,FALSE,Other
Pennsylvania,Westmoreland County,Donald Trump,REP,128596,TRUE,Donald Trump
Pennsylvania,Westmoreland County,Joe Biden,DEM,71099,FALSE,Joe Biden
Pennsylvania,Westmoreland County,Jo Jorgensen,LIB,2316,FALSE,Other
Pennsylvania,Westmoreland County,Write-ins,WRI,481,FALSE,Other
Pennsylvania,Wyoming County,Donald Trump,REP,9936,TRUE,Donald Trump
Pennsylvania,Wyoming County,Joe Biden,DEM,4704,FALSE,Joe Biden
Pennsylvania,Wyoming County,Jo Jorgensen,LIB,218,FALSE,Other
Pennsylvania,York County,Donald Trump,REP,143415,TRUE,Donald Trump
Pennsylvania,York County,Joe Biden,DEM,85491,FALSE,Joe Biden
Pennsylvania,York County,Jo Jorgensen,LIB,3477,FALSE,Other
Pennsylvania,York County,Write-ins,WRI,677,FALSE,Other
Rhode Island,East Providence,Joe Biden,DEM,14735,TRUE,Joe Biden
Rhode Island,East Providence,Donald Trump,REP,7930,FALSE,Donald Trump
Rhode Island,East Providence,Jo Jorgensen,LIB,204,FALSE,Other
Rhode Island,East Providence,Rocky De La Fuente,ALI,58,FALSE,Other
Rhode Island,East Providence,Gloria La Riva,PSL,49,FALSE,Other
Rhode Island,East Providence,Brian Carroll,ASP,45,FALSE,Other
Rhode Island,Exeter,Donald Trump,REP,2009,TRUE,Donald Trump
Rhode Island,Exeter,Joe Biden,DEM,1974,FALSE,Joe Biden
Rhode Island,Exeter,Jo Jorgensen,LIB,55,FALSE,Other
Rhode Island,Exeter,Rocky De La Fuente,ALI,9,FALSE,Other
Rhode Island,Exeter,Brian Carroll,ASP,8,FALSE,Other
Rhode Island,Exeter,Gloria La Riva,PSL,4,FALSE,Other
Rhode Island,Foster,Donald Trump,REP,1582,TRUE,Donald Trump
Rhode Island,Foster,Joe Biden,DEM,1224,FALSE,Joe Biden
Rhode Island,Foster,Jo Jorgensen,LIB,34,FALSE,Other
Rhode Island,Foster,Rocky De La Fuente,ALI,10,FALSE,Other
Rhode Island,Foster,Brian Carroll,ASP,4,FALSE,Other
Rhode Island,Foster,Gloria La Riva,PSL,2,FALSE,Other
Rhode Island,Glocester,Donald Trump,REP,3351,TRUE,Donald Trump
Rhode Island,Glocester,Joe Biden,DEM,2638,FALSE,Joe Biden
Rhode Island,Glocester,Jo Jorgensen,LIB,62,FALSE,Other
Rhode Island,Glocester,Rocky De La Fuente,ALI,10,FALSE,Other
Rhode Island,Glocester,Brian Carroll,ASP,8,FALSE,Other
Rhode Island,Glocester,Gloria La Riva,PSL,6,FALSE,Other
Rhode Island,Hopkinton,Donald Trump,REP,2423,TRUE,Donald Trump
Rhode Island,Hopkinton,Joe Biden,DEM,2298,FALSE,Joe Biden
Rhode Island,Hopkinton,Jo Jorgensen,LIB,74,FALSE,Other
Rhode Island,Hopkinton,Rocky De La Fuente,ALI,12,FALSE,Other
Rhode Island,Hopkinton,Brian Carroll,ASP,9,FALSE,Other
Rhode Island,Hopkinton,Gloria La Riva,PSL,6,FALSE,Other
Rhode Island,Jamestown,Joe Biden,DEM,2794,TRUE,Joe Biden
Rhode Island,Jamestown,Donald Trump,REP,1212,FALSE,Donald Trump
Rhode Island,Jamestown,Jo Jorgensen,LIB,44,FALSE,Other
Rhode Island,Jamestown,Gloria La Riva,PSL,10,FALSE,Other
Rhode Island,Jamestown,Brian Carroll,ASP,3,FALSE,Other
Rhode Island,Jamestown,Rocky De La Fuente,ALI,1,FALSE,Other
Rhode Island,Johnston,Donald Trump,REP,8222,TRUE,Donald Trump
Rhode Island,Johnston,Joe Biden,DEM,6837,FALSE,Joe Biden
Rhode Island,Johnston,Jo Jorgensen,LIB,88,FALSE,Other
Rhode Island,Johnston,Rocky De La Fuente,ALI,24,FALSE,Other
Rhode Island,Johnston,Brian Carroll,ASP,18,FALSE,Other
Rhode Island,Johnston,Gloria La Riva,PSL,15,FALSE,Other
Rhode Island,Lincoln,Joe Biden,DEM,6633,TRUE,Joe Biden
Rhode Island,Lincoln,Donald Trump,REP,5779,FALSE,Donald Trump
Rhode Island,Lincoln,Jo Jorgensen,LIB,130,FALSE,Other
Rhode Island,Lincoln,Rocky De La Fuente,ALI,28,FALSE,Other
Rhode Island,Lincoln,Brian Carroll,ASP,19,FALSE,Other
Rhode Island,Lincoln,Gloria La Riva,PSL,11,FALSE,Other
Rhode Island,Little Compton,Joe Biden,DEM,1524,TRUE,Joe Biden
Rhode Island,Little Compton,Donald Trump,REP,951,FALSE,Donald Trump
Rhode Island,Little Compton,Jo Jorgensen,LIB,28,FALSE,Other
Rhode Island,Little Compton,Brian Carroll,ASP,8,FALSE,Other
Rhode Island,Little Compton,Gloria La Riva,PSL,5,FALSE,Other
Rhode Island,Little Compton,Rocky De La Fuente,ALI,1,FALSE,Other
Rhode Island,Middletown,Joe Biden,DEM,5529,TRUE,Joe Biden
Rhode Island,Middletown,Donald Trump,REP,2885,FALSE,Donald Trump
Rhode Island,Middletown,Jo Jorgensen,LIB,115,FALSE,Other
Rhode Island,Middletown,Brian Carroll,ASP,14,FALSE,Other
